,n_items,n_questions,n_dims,l2_reg,beta,max_iter,train_err,train_n,train_err_norm,test_err,test_n,test_err_norm,run
330,100,500,6,0.01,0.5,6000,267.65534869096956,400,0.6691383717274239,842.4064843704948,100,8.424064843704947,0
331,100,500,6,0.01,0.5,6000,260.4092709394625,400,0.6510231773486562,850.2928314717884,100,8.502928314717884,1
332,100,500,6,0.01,0.5,6000,252.5535929137464,400,0.631383982284366,980.5823971908793,100,9.805823971908794,2
333,100,500,6,0.01,0.5,6000,268.6865090027127,400,0.6717162725067817,734.6888321355174,100,7.3468883213551734,3
334,100,500,6,0.01,0.5,6000,260.42057246971814,400,0.6510514311742953,1160.7776451364168,100,11.607776451364169,4
335,100,500,6,0.01,0.1,6000,198.02542131742047,400,0.4950635532935512,1103.03642369768,100,11.0303642369768,0
336,100,500,6,0.01,0.1,6000,215.94229185520712,400,0.5398557296380178,1598.1132318933255,100,15.981132318933255,1
337,100,500,6,0.01,0.1,6000,212.51777692368657,400,0.5312944423092164,1431.6362697825016,100,14.316362697825015,2
338,100,500,6,0.01,0.1,6000,196.20085750125213,400,0.49050214375313034,1820.669009905263,100,18.20669009905263,3
339,100,500,6,0.01,0.1,6000,203.5247471101745,400,0.5088118677754363,4403.980154526563,100,44.039801545265625,4
340,100,500,6,0.05,1.0,6000,742.8367464527996,400,1.857091866131999,349.6871383878926,100,3.496871383878926,0
341,100,500,6,0.05,1.0,6000,687.4842455604554,400,1.7187106139011386,493.51186469317236,100,4.935118646931723,1
342,100,500,6,0.05,1.0,6000,716.6861269689001,400,1.7917153174222502,385.48074518372937,100,3.854807451837294,2
343,100,500,6,0.05,1.0,6000,707.7036163289498,400,1.7692590408223745,429.778012221528,100,4.29778012221528,3
344,100,500,6,0.05,1.0,6000,723.2499434608574,400,1.8081248586521435,368.22847684709996,100,3.6822847684709994,4
345,100,500,6,0.05,0.8,6000,556.6757514134753,400,1.3916893785336881,619.603611504365,100,6.19603611504365,0
346,100,500,6,0.05,0.8,6000,570.7661860011045,400,1.4269154650027613,488.054317254127,100,4.88054317254127,1
347,100,500,6,0.05,0.8,6000,601.3671555886823,400,1.5034178889717058,405.4812386460107,100,4.054812386460107,2
348,100,500,6,0.05,0.8,6000,538.8125473933858,400,1.3470313684834645,487.2941793757979,100,4.872941793757979,3
349,100,500,6,0.05,0.8,6000,532.0054866017953,400,1.330013716504488,548.0941053048755,100,5.480941053048755,4
350,100,500,6,0.05,0.5,6000,389.8063965285386,400,0.9745159913213465,520.5752252919145,100,5.205752252919146,0
351,100,500,6,0.05,0.5,6000,405.73917571911056,400,1.0143479392977763,475.3428768951844,100,4.753428768951844,1
352,100,500,6,0.05,0.5,6000,371.391465795854,400,0.928478664489635,760.6534110697828,100,7.606534110697828,2
353,100,500,6,0.05,0.5,6000,396.06210180897443,400,0.9901552545224361,611.3542311036917,100,6.113542311036918,3
354,100,500,6,0.05,0.5,6000,409.3708907593447,400,1.0234272268983617,569.24650898708,100,5.6924650898708,4
355,100,500,6,0.05,0.1,6000,317.7171816872236,400,0.794292954218059,772.3942888910509,100,7.723942888910509,0
356,100,500,6,0.05,0.1,6000,309.8417901157206,400,0.7746044752893014,540.841632898027,100,5.40841632898027,1
357,100,500,6,0.05,0.1,6000,269.8780704563926,400,0.6746951761409815,778.3347099965282,100,7.783347099965282,2
358,100,500,6,0.05,0.1,6000,288.27298703221066,400,0.7206824675805267,800.4304831696996,100,8.004304831696997,3
359,100,500,6,0.05,0.1,6000,309.461710279368,400,0.7736542756984199,652.4968067374969,100,6.524968067374968,4
360,100,500,6,0.1,1.0,6000,755.7568369169803,400,1.8893920922924508,431.87701731446987,100,4.318770173144698,0
361,100,500,6,0.1,1.0,6000,796.442615364283,400,1.9911065384107076,379.2197055915994,100,3.792197055915994,1
362,100,500,6,0.1,1.0,6000,817.5032293965527,400,2.043758073491382,344.07087583058745,100,3.4407087583058744,2
